Date,Home,Away,HomeScore,AwayScore,Winner
12/23/2025,COL,UTA,1,0,COL
12/23/2025,EDM,CGY,5,1,EDM
12/23/2025,VGK,SJS,7,2,VGK
12/23/2025,LAK,SEA,2,3,SEA
12/27/2025,NYI,NYR,2,0,NYI
12/27/2025,BUF,BOS,4,1,BUF
12/27/2025,TOR,OTT,7,5,TOR
12/27/2025,FLA,TBL,2,4,TBL
12/27/2025,NJD,WSH,3,4,WSH
12/27/2025,CAR,DET,5,2,CAR
12/27/2025,WPG,MIN,3,4,MIN
12/27/2025,STL,NSH,3,2,STL
12/27/2025,DAL,CHI,3,4,CHI
12/27/2025,LAK,ANA,6,1,LAK
12/27/2025,CGY,EDM,3,2,CGY
12/27/2025,VAN,SJS,3,6,SJS
12/27/2025,VGK,COL,5,6,COL
12/28/2025,TBL,MTL,5,4,TBL
12/28/2025,CBJ,NYI,4,2,CBJ
12/28/2025,DET,TOR,3,2,DET
12/28/2025,CHI,PIT,3,7,PIT
12/28/2025,SEA,PHI,4,1,SEA
12/29/2025,FLA,WSH,5,3,FLA
12/29/2025,CAR,NYR,3,2,CAR
12/29/2025,OTT,CBJ,1,4,CBJ
12/29/2025,WPG,EDM,1,3,EDM
12/29/2025,STL,BUF,2,4,BUF
12/29/2025,COL,LAK,5,2,COL
12/29/2025,UTA,NSH,3,4,NSH
12/29/2025,CGY,BOS,2,1,CGY
12/29/2025,VGK,MIN,2,5,MIN
12/29/2025,ANA,SJS,4,5,SJS
12/29/2025,SEA,VAN,2,3,VAN
12/30/2025,TOR,NJD,4,0,TOR
12/30/2025,FLA,MTL,2,3,MTL
12/30/2025,PIT,CAR,5,1,PIT
12/30/2025,CHI,NYI,2,3,NYI
12/30/2025,VAN,PHI,3,6,PHI
12/31/2025,WSH,NYR,6,3,WSH
12/31/2025,VGK,NSH,2,4,NSH
12/31/2025,ANA,TBL,3,4,TBL
12/31/2025,SJS,MIN,4,3,SJS
12/31/2025,DET,WPG,2,1,DET
12/31/2025,CBJ,NJD,2,3,NJD
12/31/2025,DAL,BUF,1,4,BUF
12/31/2025,COL,STL,6,1,COL
12/31/2025,CGY,PHI,5,1,CGY
12/31/2025,EDM,BOS,2,6,BOS
1/1/2026,OTT,WSH,4,3,OTT
1/1/2026,NYI,UTA,2,7,UTA
1/1/2026,TOR,WPG,6,5,TOR
1/1/2026,PIT,DET,4,3,PIT
1/1/2026,CAR,MTL,5,7,MTL
1/1/2026,LAK,TBL,3,5,TBL
1/1/2026,CHI,DAL,4,3,CHI
1/1/2026,SEA,NSH,4,1,SEA
1/2/2026,STL,VGK,4,3,STL
1/2/2026,FLA,NYR,1,5,NYR
1/2/2026,VAN,SEA,3,4,SEA
1/2/2026,ANA,MIN,2,5,MIN
1/3/2026,DET,PIT,1,4,PIT
1/3/2026,NJD,UTA,4,1,NJD
1/3/2026,CBJ,BUF,5,1,CBJ
1/3/2026,EDM,PHI,2,5,PHI
1/3/2026,STL,MTL,2,0,STL
1/3/2026,SJS,TBL,3,7,TBL
1/3/2026,OTT,WPG,4,2,OTT
1/3/2026,NYI,TOR,4,3,NYI
1/3/2026,WSH,CHI,2,3,CHI
1/3/2026,CAR,COL,3,5,COL
1/3/2026,CGY,NSH,3,4,NSH
1/3/2026,LAK,MIN,5,4,LAK
1/3/2026,VAN,BOS,2,3,BOS
1/4/2026,DAL,MTL,3,4,MTL
1/4/2026,CBJ,PIT,4,5,PIT
1/4/2026,FLA,COL,2,1,FLA
1/4/2026,NJD,CAR,1,3,CAR
1/4/2026,CHI,VGK,3,2,CHI
1/5/2026,NYR,UTA,2,3,UTA
1/5/2026,WSH,ANA,7,4,WSH
1/5/2026,OTT,DET,3,5,DET
1/5/2026,CGY,SEA,1,5,SEA
1/5/2026,LAK,MIN,4,2,LAK
1/6/2026,BUF,VAN,5,3,BUF
1/6/2026,TBL,COL,4,2,TBL
1/6/2026,PHI,ANA,5,2,PHI
1/6/2026,CAR,DAL,6,3,CAR
1/6/2026,NYI,NJD,9,0,NYI
1/6/2026,TOR,FLA,4,1,TOR
1/6/2026,WPG,VGK,3,4,VGK
1/6/2026,EDM,NSH,6,2,EDM
1/6/2026,SJS,CBJ,5,2,SJS
1/6/2026,SEA,BOS,7,4,SEA
1/7/2026,WSH,DAL,1,4,DAL
1/7/2026,MTL,CGY,4,1,MTL
1/7/2026,CHI,STL,7,3,CHI
1/7/2026,UTA,OTT,3,1,UTA
1/7/2026,LAK,SJS,3,4,SJS
1/8/2026,BOS,CGY,4,1,BOS
1/8/2026,MTL,FLA,6,2,MTL
1/8/2026,DET,VAN,5,1,DET
1/8/2026,NYR,BUF,2,5,BUF
1/8/2026,PHI,TOR,1,2,TOR
1/8/2026,PIT,NJD,4,1,PIT
1/8/2026,CAR,ANA,5,2,CAR
1/8/2026,NSH,NYI,2,1,NSH
1/8/2026,WPG,EDM,3,4,EDM
1/8/2026,COL,OTT,8,2,COL
1/8/2026,VGK,CBJ,5,3,VGK
1/8/2026,SEA,MIN,2,3,MIN
1/9/2026,CHI,WSH,1,5,WSH
1/9/2026,WPG,LAK,5,1,WPG
1/9/2026,UTA,STL,4,2,UTA
1/10/2026,BOS,NYR,10,2,BOS
1/10/2026,PIT,CGY,1,2,CGY
1/10/2026,COL,CBJ,4,0,COL
1/10/2026,SJS,DAL,5,4,SJS
1/10/2026,BUF,ANA,5,3,BUF
1/10/2026,TOR,VAN,5,0,TOR
1/10/2026,MTL,DET,0,4,DET
1/10/2026,OTT,FLA,2,3,FLA
1/10/2026,PHI,TBL,2,7,TBL
1/10/2026,CAR,SEA,3,2,CAR
1/10/2026,NSH,CHI,0,3,CHI
1/10/2026,MIN,NYI,3,4,NYI
1/10/2026,EDM,LAK,3,4,LAK
1/10/2026,VGK,STL,4,2,VGK
1/11/2026,WPG,NJD,4,3,WPG
1/11/2026,BOS,PIT,1,0,BOS
1/11/2026,NSH,WSH,3,2,NSH
1/11/2026,UTA,CBJ,2,3,CBJ
1/11/2026,SJS,VGK,2,7,VGK
1/12/2026,BUF,FLA,3,4,FLA
1/12/2026,DET,CAR,4,3,DET
1/12/2026,NYR,SEA,2,4,SEA
1/12/2026,PHI,TBL,1,5,TBL
1/12/2026,MTL,VAN,6,3,MTL
1/12/2026,MIN,NJD,2,5,NJD
1/12/2026,CHI,EDM,1,4,EDM
1/12/2026,COL,TOR,3,4,TOR
1/12/2026,LAK,DAL,1,3,DAL
1/13/2026,OTT,VAN,2,1,OTT
1/13/2026,PIT,TBL,1,2,TBL
1/13/2026,WSH,MTL,3,2,WSH
1/13/2026,CBJ,CGY,5,3,CBJ
1/13/2026,BOS,DET,3,0,BOS
1/13/2026,STL,CAR,3,0,STL
1/13/2026,NSH,EDM,4,3,NSH
1/13/2026,WPG,NYI,5,4,WPG
1/13/2026,UTA,TOR,6,1,UTA
1/13/2026,ANA,DAL,3,1,ANA
1/14/2026,NJD,SEA,3,2,NJD
1/14/2026,BUF,PHI,5,2,BUF
1/14/2026,NYR,OTT,4,8,OTT
1/14/2026,LAK,VGK,2,3,VGK
1/15/2026,BUF,MTL,5,3,BUF
1/15/2026,PIT,PHI,6,3,PIT
1/15/2026,WSH,SJS,2,3,SJS
1/15/2026,CBJ,VAN,4,1,CBJ
1/15/2026,BOS,SEA,4,2,BOS
1/15/2026,MIN,WPG,2,6,WPG
1/15/2026,CHI,CGY,1,3,CGY
1/15/2026,UTA,DAL,2,1,UTA
1/15/2026,EDM,NYI,0,1,NYI
1/15/2026,VGK,TOR,6,5,VGK
1/16/2026,DET,SJS,4,2,DET
1/16/2026,CAR,FLA,9,1,CAR
1/16/2026,STL,TBL,3,2,STL
1/16/2026,COL,NSH,3,7,NSH
1/16/2026,LAK,ANA,2,3,ANA
1/17/2026,BUF,MIN,4,5,MIN
1/17/2026,PHI,NYR,3,6,NYR
1/17/2026,CGY,NYI,4,2,CGY
1/17/2026,UTA,SEA,6,3,UTA
1/17/2026,OTT,MTL,5,6,MTL
1/17/2026,NJD,CAR,1,4,CAR
1/17/2026,PIT,CBJ,3,4,CBJ
1/17/2026,WSH,FLA,2,5,FLA
1/17/2026,WPG,TOR,3,4,TOR
1/17/2026,CHI,BOS,2,5,BOS
1/17/2026,VAN,EDM,0,6,EDM
1/17/2026,VGK,NSH,7,2,VGK
1/17/2026,ANA,LAK,2,1,ANA
1/18/2026,DAL,TBL,1,4,TBL
1/18/2026,DET,OTT,4,3,DET
1/18/2026,EDM,STL,5,0,EDM
1/19/2026,CAR,BUF,2,1,CAR
1/19/2026,COL,WSH,5,2,COL
1/19/2026,SEA,PIT,3,6,PIT
1/19/2026,FLA,SJS,1,4,SJS
1/19/2026,TOR,MIN,3,6,MIN
1/19/2026,VGK,PHI,1,2,PHI
1/19/2026,CHI,WPG,2,0,CHI
1/19/2026,CGY,NJD,1,2,NJD
1/19/2026,VAN,NYI,3,4,NYI
1/19/2026,ANA,NYR,5,3,ANA
1/20/2026,MTL,MIN,4,3,MTL
1/20/2026,TBL,SJS,4,1,TBL
1/20/2026,CBJ,OTT,1,4,OTT
1/20/2026,DAL,BOS,6,2,DAL
1/20/2026,NSH,BUF,3,5,BUF
1/20/2026,WPG,STL,3,1,WPG
1/20/2026,EDM,NJD,1,2,NJD
1/20/2026,LAK,NYR,4,3,LAK
1/21/2026,TOR,DET,1,2,DET
1/21/2026,COL,ANA,1,2,ANA
1/21/2026,UTA,PHI,5,4,UTA
1/21/2026,CGY,PIT,1,4,PIT
1/21/2026,SEA,NYI,4,1,SEA
1/21/2026,VAN,WSH,4,3,VAN
1/22/2026,BOS,VGK,4,3,BOS
1/22/2026,MTL,BUF,2,4,BUF
1/22/2026,CAR,CHI,3,4,CHI
1/22/2026,CBJ,DAL,1,0,CBJ
1/22/2026,NSH,OTT,5,3,NSH
1/22/2026,WPG,FLA,1,2,FLA
1/22/2026,EDM,PIT,2,6,PIT
1/22/2026,MIN,DET,4,3,MIN
1/23/2026,TOR,VGK,3,6,VGK
1/23/2026,CHI,TBL,1,2,TBL
1/23/2026,DAL,STL,3,2,DAL
1/23/2026,COL,PHI,3,7,PHI
1/23/2026,CGY,WSH,1,3,WSH
1/23/2026,VAN,NJD,4,5,NJD
1/23/2026,SJS,NYR,3,1,SJS
1/23/2026,SEA,ANA,2,4,ANA
1/24/2026,NYI,BUF,0,5,BUF
1/24/2026,NSH,UTA,2,5,UTA
1/24/2026,BOS,MTL,4,3,BOS
1/24/2026,OTT,CAR,1,4,CAR
1/24/2026,CBJ,TBL,8,5,CBJ
1/24/2026,WPG,DET,1,5,DET
1/24/2026,STL,LAK,4,5,LAK
1/24/2026,MIN,FLA,3,4,FLA
1/24/2026,EDM,WSH,6,5,EDM
1/25/2026,TOR,COL,1,4,COL
1/25/2026,SEA,NJD,4,2,SEA
1/25/2026,OTT,VGK,7,1,OTT
1/25/2026,VAN,PIT,2,3,PIT
1/25/2026,CHI,FLA,1,5,FLA
1/25/2026,CGY,ANA,3,4,ANA
1/26/2026,TBL,UTA,2,0,TBL
1/26/2026,NYR,BOS,4,3,NYR
1/26/2026,PHI,NYI,0,4,NYI
1/26/2026,EDM,ANA,7,4,EDM
1/27/2026,BOS,NSH,3,2,BOS
1/27/2026,TOR,BUF,4,7,BUF
1/27/2026,MTL,VGK,3,2,MTL
1/27/2026,DET,LAK,1,3,LAK
1/27/2026,FLA,UTA,3,4,UTA
1/27/2026,NJD,WPG,3,4,WPG
1/27/2026,STL,DAL,3,4,DAL
1/27/2026,MIN,CHI,4,3,MIN
1/27/2026,VAN,SJS,2,5,SJS
1/27/2026,SEA,WSH,5,1,SEA
1/28/2026,NYI,NYR,5,2,NYI
1/28/2026,CBJ,PHI,5,3,CBJ
1/28/2026,OTT,COL,5,2,OTT
1/29/2026,BOS,PHI,6,3,BOS
1/29/2026,BUF,LAK,4,1,BUF
1/29/2026,MTL,COL,7,3,MTL
1/29/2026,TBL,WPG,4,1,TBL
1/29/2026,NJD,NSH,3,2,NJD
1/29/2026,NYR,NYI,1,2,NYI
1/29/2026,PIT,CHI,6,2,PIT
1/29/2026,CAR,UTA,5,4,CAR
1/29/2026,DET,WSH,3,4,WSH
1/29/2026,STL,FLA,5,4,STL
1/29/2026,MIN,CGY,4,1,MIN
1/29/2026,EDM,SJS,4,3,EDM
1/29/2026,VAN,ANA,2,0,VAN
1/29/2026,VGK,DAL,4,5,DAL
1/29/2026,SEA,TOR,5,2,SEA
1/30/2026,CHI,CBJ,2,4,CBJ
1/31/2026,PHI,LAK,2,3,LAK
1/31/2026,DET,COL,0,5,COL
1/31/2026,PIT,NYR,6,5,PIT
1/31/2026,FLA,WPG,1,2,WPG
1/31/2026,CGY,SJS,3,2,CGY
1/31/2026,WSH,CAR,4,3,WSH
1/31/2026,BUF,MTL,2,4,MTL
1/31/2026,OTT,NJD,4,1,OTT
1/31/2026,NYI,NSH,3,4,NSH
1/31/2026,STL,CBJ,3,5,CBJ
1/31/2026,VAN,TOR,2,3,TOR
1/31/2026,UTA,DAL,2,3,DAL
1/31/2026,EDM,MIN,3,7,MIN
1/31/2026,VGK,SEA,2,3,SEA
2/1/2026,CAR,LAK,3,2,CAR
2/1/2026,TBL,BOS,6,5,TBL
2/1/2026,ANA,VGK,4,3,ANA
2/2/2026,FLA,BUF,3,5,BUF
2/2/2026,PIT,OTT,2,3,OTT
2/2/2026,WSH,NYI,4,1,WSH
2/2/2026,MIN,MTL,4,3,MIN
2/2/2026,NSH,STL,6,5,NSH
2/2/2026,CHI,SJS,5,3,CHI
2/2/2026,DAL,WPG,2,2,WPG
2/2/2026,COL,DET,0,1,DET
2/2/2026,UTA,VAN,2,1,UTA
2/2/2026,CGY,TOR,0,1,TOR
